INFO :[2021-06-15 15:56:19,294] ContextLoader.java:270 - Root WebApplicationContext: initialization started
DEBUG:[2021-06-15 16:38:27,128] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:39:02,479] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:39:02,480] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:39:02,480] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:39:02,480] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:39:02,480] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:39:02,487] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:39:02,487] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:39:02,524] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:39:02,525] LoggerInterceptor.java:21 - /spring/resources/css/style.css
DEBUG:[2021-06-15 16:39:02,525] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:39:02,527] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:39:02,527] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:39:02,527] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:39:02,527] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:39:02,716] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:39:02,716] LoggerInterceptor.java:21 - /spring/resources/images/logo-spring.png
DEBUG:[2021-06-15 16:39:02,716] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:39:02,720] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:39:02,721] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:39:02,721] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:39:02,721] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:39:05,463] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:39:05,463] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:39:05,463] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:39:05,463] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:39:05,464] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:39:05,465] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:39:05,465] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:39:13,182] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:39:13,182] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:39:13,182] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:39:13,182] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:39:13,182] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:39:13,188] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:39:13,188] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:40:35,715] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:40:35,715] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:40:35,715] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:40:35,716] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:40:35,716] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:40:35,894] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:40:35,895] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:40:35,941] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:40:35,941] LoggerInterceptor.java:21 - /spring/resources/css/style.css
DEBUG:[2021-06-15 16:40:35,941] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:40:35,944] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:40:35,944] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:40:35,944] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:40:35,944] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:40:36,084] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:40:36,084] LoggerInterceptor.java:21 - /spring/resources/images/logo-spring.png
DEBUG:[2021-06-15 16:40:36,084] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:40:36,088] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:40:36,088] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:40:36,088] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:40:36,088] LoggerInterceptor.java:47 - ____________________end_____________________
INFO :[2021-06-15 16:40:49,376] CompositeLog.java:132 - Stopping...
INFO :[2021-06-15 16:40:49,376] CompositeLog.java:132 - BrokerAvailabilityEvent[available=false, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]
INFO :[2021-06-15 16:40:49,376] CompositeLog.java:132 - Stopped.
INFO :[2021-06-15 16:40:52,030] ContextLoader.java:270 - Root WebApplicationContext: initialization started
INFO :[2021-06-15 16:40:54,766] ContextLoader.java:306 - Root WebApplicationContext initialized in 2732 ms
INFO :[2021-06-15 16:40:54,849] FrameworkServlet.java:524 - Initializing Servlet 'appServlet'
INFO :[2021-06-15 16:40:58,185] CompositeLog.java:132 - Starting...
INFO :[2021-06-15 16:40:58,186] CompositeLog.java:132 - BrokerAvailabilityEvent[available=true, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]
INFO :[2021-06-15 16:40:58,189] CompositeLog.java:132 - Started.
INFO :[2021-06-15 16:40:58,208] FrameworkServlet.java:546 - Completed initialization in 3358 ms
DEBUG:[2021-06-15 16:41:03,656] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:41:03,656] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:41:03,657] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:41:03,661] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:41:03,661] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:41:03,704] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:41:03,704] LoggerInterceptor.java:21 - /spring/member/memberLogin.do
DEBUG:[2021-06-15 16:41:03,704] LoggerInterceptor.java:22 - ---------------------------------------------
INFO :[2021-06-15 16:41:03,719] MemberController.java:93 - @ModelAttribute("common")
INFO :[2021-06-15 16:41:03,752] MemberController.java:150 - referer = http://localhost:9090/spring/ws/stomp.do?null
INFO :[2021-06-15 16:41:03,752] MemberController.java:151 - next = http://localhost:9090/spring/ws/stomp.do?null
DEBUG:[2021-06-15 16:41:03,773] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:41:03,774] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="member/memberLogin"; model={msg=로그인 후 사용하실 수 있습니다., next=http://localhost:9090/spring/ws/stomp.do?null, common={adminPhone=070-1234-5678, adminEmail=admin@kh.or.kr}, org.springframework.validation.BindingResult.next=org.springframework.validation.BeanPropertyBindingResult: 0 errors}]
DEBUG:[2021-06-15 16:41:03,877] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:41:03,878] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:41:03,928] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:41:03,929] LoggerInterceptor.java:21 - /spring/resources/css/style.css
DEBUG:[2021-06-15 16:41:03,929] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:41:03,948] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:41:03,948] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:41:03,949] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:41:03,949] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:41:09,603] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:41:09,603] LoggerInterceptor.java:21 - /spring/member/memberLogin.do
DEBUG:[2021-06-15 16:41:09,603] LoggerInterceptor.java:22 - ---------------------------------------------
INFO :[2021-06-15 16:41:09,607] MemberController.java:93 - @ModelAttribute("common")
INFO :[2021-06-15 16:41:10,132] MemberController.java:163 - member = Member(id=admin, password=$2a$10$D8gjn88unUZvff1SfDrQwe3fIon37Yyx9w3QIgaCR9QWhvqcBdDXS, name=관리자, gender=F, birthday=1990-12-25, email=admin@naver.com, phone=01012345678, address=서울시 강남구, hobby=[독서], enrollDate=2021-05-20, enabled=true)
INFO :[2021-06-15 16:41:10,196] MemberController.java:184 - next = http://localhost:9090/spring/ws/stomp.do?null
DEBUG:[2021-06-15 16:41:10,196] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:41:10,196] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="redirect:http://localhost:9090/spring/ws/stomp.do?null"; model={}]
DEBUG:[2021-06-15 16:41:10,202] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:41:10,203] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:41:10,219] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:41:10,219] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:41:10,220] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:41:10,220] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:41:10,220] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:41:10,245] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:41:10,245] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:41:17,045] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:41:17,045] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:41:17,046] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:41:17,046] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:41:17,046] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:41:17,049] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:41:17,050] LoggerInterceptor.java:21 - /spring/member/memberLogin.do
DEBUG:[2021-06-15 16:41:17,050] LoggerInterceptor.java:22 - ---------------------------------------------
INFO :[2021-06-15 16:41:17,051] MemberController.java:93 - @ModelAttribute("common")
INFO :[2021-06-15 16:41:17,051] MemberController.java:150 - referer = http://localhost:9090/spring/ws/stomp.do?null
INFO :[2021-06-15 16:41:17,052] MemberController.java:151 - next = http://localhost:9090/spring/ws/stomp.do?null
DEBUG:[2021-06-15 16:41:17,052] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:41:17,053] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="member/memberLogin"; model={msg=로그인 후 사용하실 수 있습니다., next=http://localhost:9090/spring/ws/stomp.do?null, common={adminPhone=070-1234-5678, adminEmail=admin@kh.or.kr}, org.springframework.validation.BindingResult.next=org.springframework.validation.BeanPropertyBindingResult: 0 errors}]
DEBUG:[2021-06-15 16:41:17,056] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:41:17,056] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:41:18,896] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:41:18,897] LoggerInterceptor.java:21 - /spring/member/memberLogin.do
DEBUG:[2021-06-15 16:41:18,897] LoggerInterceptor.java:22 - ---------------------------------------------
INFO :[2021-06-15 16:41:18,897] MemberController.java:93 - @ModelAttribute("common")
INFO :[2021-06-15 16:41:18,903] MemberController.java:163 - member = Member(id=honggd, password=$2a$10$58P5ZogXEOyZbwCYwYX2fOwsuu6CogrAAaY.l//XUYvClKbzvV5l6, name=홍길동, gender=M, birthday=2021-05-14, email=honggd@naver.com, phone=01012341234, address=null, hobby=[등산, 독서, 여행], enrollDate=2021-05-20, enabled=true)
INFO :[2021-06-15 16:41:18,960] MemberController.java:184 - next = http://localhost:9090/spring/ws/stomp.do?null
DEBUG:[2021-06-15 16:41:18,961] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:41:18,961] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="redirect:http://localhost:9090/spring/ws/stomp.do?null"; model={}]
DEBUG:[2021-06-15 16:41:18,961] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:41:18,961] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:41:18,967] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:41:18,967] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:41:18,967] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:41:18,968] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:41:18,968] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:41:18,974] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:41:18,975] LoggerInterceptor.java:47 - ____________________end_____________________
INFO :[2021-06-15 16:41:57,976] WebSocketMessageBrokerStats.java:124 - WebSocketSession[0 current WS(0)-HttpStream(0)-HttpPoll(0), 0 total, 0 closed abnormally (0 connect failure, 0 send limit, 0 transport error)], stompSubProtocol[processed CONNECT(0)-CONNECTED(0)-DISCONNECT(0)], stompBrokerRelay[null], inboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], outboundChannel[pool size = 0, active threads = 0, queued tasks = 0, completed tasks = 0], sockJsScheduler[pool size = 1, active threads = 1, queued tasks = 0, completed tasks = 0]
DEBUG:[2021-06-15 16:42:14,202] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:42:14,202] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:42:14,202] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:14,203] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:14,203] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:42:15,070] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:42:15,071] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:42:15,128] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:42:15,129] LoggerInterceptor.java:21 - /spring/resources/css/style.css
DEBUG:[2021-06-15 16:42:15,129] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:15,133] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:15,133] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:42:15,133] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:42:15,133] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:42:15,291] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:42:15,292] LoggerInterceptor.java:21 - /spring/resources/images/logo-spring.png
DEBUG:[2021-06-15 16:42:15,292] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:15,295] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:15,295] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:42:15,296] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:42:15,296] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:42:15,485] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:42:15,485] LoggerInterceptor.java:21 - /spring/stommp/info
DEBUG:[2021-06-15 16:42:15,486] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:15,487] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:15,487] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:42:15,488] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:42:15,488] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:42:15,495] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:42:15,495] LoggerInterceptor.java:21 - /spring/stommp/892/eqt0ev1o/websocket
DEBUG:[2021-06-15 16:42:15,495] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:15,540] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:15,540] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:42:15,540] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:42:15,540] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:42:18,559] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:42:18,559] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:42:18,560] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:18,560] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:18,560] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:42:18,563] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:42:18,564] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:42:18,874] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:42:18,875] LoggerInterceptor.java:21 - /spring/resources/images/logo-spring.png
DEBUG:[2021-06-15 16:42:18,875] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:18,877] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:18,877] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:42:18,878] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:42:18,878] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:42:18,958] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:42:18,959] LoggerInterceptor.java:21 - /spring/stommp/info
DEBUG:[2021-06-15 16:42:18,959] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:18,959] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:18,959] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:42:18,959] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:42:18,959] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:42:18,971] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:42:18,971] LoggerInterceptor.java:21 - /spring/stommp/256/olvac1s2/websocket
DEBUG:[2021-06-15 16:42:18,971] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:18,973] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:42:18,973] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:42:18,973] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:42:18,973] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:42:26,758] StompController.java:40 - notice = Notice(from=admin, to=all, message=공지공지, type=NOTICE, time=1623742946521)
INFO :[2021-06-15 16:51:58,854] CompositeLog.java:132 - Stopping...
INFO :[2021-06-15 16:51:58,854] CompositeLog.java:132 - BrokerAvailabilityEvent[available=false, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]
INFO :[2021-06-15 16:51:58,855] CompositeLog.java:132 - Stopped.
INFO :[2021-06-15 16:52:01,482] ContextLoader.java:270 - Root WebApplicationContext: initialization started
INFO :[2021-06-15 16:52:04,290] ContextLoader.java:306 - Root WebApplicationContext initialized in 2804 ms
INFO :[2021-06-15 16:52:04,381] FrameworkServlet.java:524 - Initializing Servlet 'appServlet'
INFO :[2021-06-15 16:52:07,674] CompositeLog.java:132 - Starting...
INFO :[2021-06-15 16:52:07,674] CompositeLog.java:132 - BrokerAvailabilityEvent[available=true, SimpleBrokerMessageHandler [DefaultSubscriptionRegistry[cache[0 destination(s)], registry[0 sessions]]]]
INFO :[2021-06-15 16:52:07,676] CompositeLog.java:132 - Started.
INFO :[2021-06-15 16:52:07,694] FrameworkServlet.java:546 - Completed initialization in 3312 ms
DEBUG:[2021-06-15 16:52:41,828] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:52:41,828] LoggerInterceptor.java:21 - /spring/
DEBUG:[2021-06-15 16:52:41,828] LoggerInterceptor.java:22 - ---------------------------------------------
INFO :[2021-06-15 16:52:41,843] HomeController.java:30 - index 페이지 요청
DEBUG:[2021-06-15 16:52:41,856] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:52:41,859] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="forward:/index.jsp"; model={}]
DEBUG:[2021-06-15 16:52:41,982] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:52:41,982] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:52:44,850] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:52:44,851] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:52:44,851] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:52:44,852] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:52:44,852] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:52:44,891] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:52:44,892] LoggerInterceptor.java:21 - /spring/member/memberLogin.do
DEBUG:[2021-06-15 16:52:44,892] LoggerInterceptor.java:22 - ---------------------------------------------
INFO :[2021-06-15 16:52:44,897] MemberController.java:93 - @ModelAttribute("common")
INFO :[2021-06-15 16:52:44,928] MemberController.java:150 - referer = http://localhost:9090/spring/
INFO :[2021-06-15 16:52:44,928] MemberController.java:151 - next = http://localhost:9090/spring/ws/stomp.do?null
DEBUG:[2021-06-15 16:52:44,940] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:52:44,941] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="member/memberLogin"; model={msg=로그인 후 사용하실 수 있습니다., next=http://localhost:9090/spring/ws/stomp.do?null, common={adminPhone=070-1234-5678, adminEmail=admin@kh.or.kr}, org.springframework.validation.BindingResult.next=org.springframework.validation.BeanPropertyBindingResult: 0 errors}]
DEBUG:[2021-06-15 16:52:44,964] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:52:44,965] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:52:49,423] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:52:49,423] LoggerInterceptor.java:21 - /spring/member/memberLogin.do
DEBUG:[2021-06-15 16:52:49,424] LoggerInterceptor.java:22 - ---------------------------------------------
INFO :[2021-06-15 16:52:49,434] MemberController.java:93 - @ModelAttribute("common")
INFO :[2021-06-15 16:52:49,934] MemberController.java:163 - member = Member(id=admin, password=$2a$10$D8gjn88unUZvff1SfDrQwe3fIon37Yyx9w3QIgaCR9QWhvqcBdDXS, name=관리자, gender=F, birthday=1990-12-25, email=admin@naver.com, phone=01012345678, address=서울시 강남구, hobby=[독서], enrollDate=2021-05-20, enabled=true)
INFO :[2021-06-15 16:52:49,998] MemberController.java:184 - next = http://localhost:9090/spring/ws/stomp.do?null
DEBUG:[2021-06-15 16:52:49,998] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:52:49,999] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="redirect:http://localhost:9090/spring/ws/stomp.do?null"; model={}]
DEBUG:[2021-06-15 16:52:50,004] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:52:50,004] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:52:50,024] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:52:50,024] LoggerInterceptor.java:21 - /spring/ws/stomp.do
DEBUG:[2021-06-15 16:52:50,025] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:52:50,025] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:52:50,025] LoggerInterceptor.java:35 - modelAndView = ModelAndView [view="ws/stomp"; model={}]
DEBUG:[2021-06-15 16:52:50,914] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:52:50,914] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:52:51,215] LoggerInterceptor.java:20 - =================== start ===================
DEBUG:[2021-06-15 16:52:51,215] LoggerInterceptor.java:21 - /spring/stommp/info
DEBUG:[2021-06-15 16:52:51,215] LoggerInterceptor.java:22 - ---------------------------------------------
DEBUG:[2021-06-15 16:52:51,217] LoggerInterceptor.java:34 - ---------------------------------------------
DEBUG:[2021-06-15 16:52:51,217] LoggerInterceptor.java:35 - modelAndView = null
DEBUG:[2021-06-15 16:52:51,217] LoggerInterceptor.java:45 - ------------------- view -------------------
DEBUG:[2021-06-15 16:52:51,217] LoggerInterceptor.java:47 - ____________________end_____________________
DEBUG:[2021-06-15 16:52:51,225] LoggerInterceptor.java:20 - =================== start ===================
